,token,ocurrences
2154,desumano,"[[9, 1]]"
2155,deteriorado,"[[9, 1]]"
2156,dez,"[[9, 1], [21, 1], [27, 1], [39, 1], [45, 1], [53, 1], [56, 1], [65, 1], [68, 1], [69, 2], [133, 1], [136, 1], [137, 1], [147, 2], [156, 1], [165, 1], [194, 1], [197, 1], [217, 1], [221, 2], [225, 1], [238, 1], [240, 1]]"
2157,dickens,"[[9, 8]]"
2158,difícil,"[[9, 1], [11, 1], [15, 1], [18, 2], [25, 2], [30, 1], [32, 1], [34, 1], [37, 1], [41, 1], [44, 1], [55, 1], [63, 3], [96, 1], [102, 1], [109, 3], [111, 1], [125, 1], [135, 1], [140, 1], [143, 2], [150, 1], [154, 3], [160, 3], [161, 1], [165, 1], [166, 1], [180, 1], [203, 1], [204, 1], [210, 1], [211, 2], [221, 1], [230, 1], [239, 1], [244, 1], [248, 1]]"
2159,dispunha,"[[9, 2]]"
2160,distúrbios,"[[9, 1], [99, 1], [170, 1]]"
2161,donald,"[[9, 1], [86, 1], [89, 1], [90, 1], [105, 1], [106, 1], [132, 1], [145, 1], [211, 2], [246, 1]]"
2162,dores,"[[9, 1], [66, 1], [161, 1], [226, 2], [228, 1], [238, 1]]"
2163,doses,"[[9, 1], [167, 1]]"
2164,dutton,"[[9, 4], [243, 1]]"
2165,edward,"[[9, 2], [143, 1], [198, 3]]"
2166,ellen,"[[9, 1], [11, 1], [217, 7]]"
2167,encarar,"[[9, 1], [29, 1], [157, 1]]"
2168,encerrar,"[[9, 1], [42, 1], [66, 1], [171, 1]]"
2169,encerrá,"[[9, 1]]"
2170,escandalizou,"[[9, 1]]"
2171,escutamos,"[[9, 1], [147, 1]]"
2172,esfriou,"[[9, 1], [56, 1]]"
2173,estados,"[[9, 2], [20, 1], [28, 3], [34, 4], [37, 4], [40, 1], [42, 1], [56, 1], [63, 1], [64, 2], [65, 1], [66, 4], [69, 4], [77, 1], [86, 2], [88, 2], [91, 1], [97, 1], [99, 1], [102, 1], [103, 1], [105, 1], [110, 1], [127, 1], [129, 2], [130, 1], [132, 1], [134, 1], [143, 2], [144, 1], [152, 1], [153, 1], [156, 1], [157, 2], [160, 1], [166, 2], [167, 1], [173, 3], [180, 1], [185, 3], [189, 1], [192, 1], [204, 1], [214, 1], [219, 1], [224, 2], [234, 1], [239, 2], [243, 2], [246, 1], [247, 1], [248, 1]]"
2174,extremo,"[[9, 1], [65, 1], [89, 1], [123, 1], [161, 1], [211, 1]]"
2175,famosa,"[[9, 1], [41, 1], [94, 1], [102, 1], [197, 1]]"
2176,famoso,"[[9, 1], [14, 1], [31, 1], [103, 1], [112, 1], [117, 1], [164, 1], [182, 1], [184, 1], [198, 1], [240, 1]]"
2177,fiscalizar,"[[9, 1], [88, 1], [163, 2], [207, 1], [211, 1]]"
2178,forster,"[[9, 1]]"
2179,harrington,"[[9, 1]]"
2180,harvard,"[[9, 1], [69, 1], [110, 1], [130, 2], [155, 1], [222, 1]]"
2181,horrível,"[[9, 1], [69, 1], [249, 1]]"
2182,house,"[[9, 1], [137, 4], [244, 3]]"
2183,imagem,"[[9, 2], [11, 2], [12, 4], [18, 1], [22, 1], [30, 1], [36, 1], [41, 2], [60, 2], [65, 1], [66, 1], [76, 1], [94, 4], [111, 1], [115, 1], [143, 1], [151, 3], [154, 1], [160, 1], [162, 1], [166, 2], [175, 3], [184, 1], [193, 1], [195, 1], [197, 1], [214, 1], [216, 1], [225, 1], [230, 2], [234, 1], [236, 3], [239, 1], [243, 2]]"
2184,incompreendido,"[[9, 1]]"
2185,influentes,"[[9, 1], [60, 1], [76, 1], [89, 1], [197, 1]]"
2186,influência,"[[9, 1], [50, 1], [60, 1], [115, 1], [150, 1], [181, 1], [198, 1], [202, 1], [205, 1]]"
2187,inglesa,"[[9, 1], [11, 1], [29, 1], [47, 1], [163, 1], [200, 1]]"
2188,insultos,"[[9, 1], [11, 1], [15, 1], [92, 1], [95, 1], [122, 2], [249, 1]]"
2189,interná,"[[9, 1]]"
2190,interpreta,"[[9, 1], [86, 1], [182, 1], [242, 1]]"
2191,intimidades,"[[9, 1], [149, 1]]"
2192,john,"[[9, 3], [40, 1], [46, 1], [52, 1], [77, 1], [82, 1], [90, 1], [91, 1], [149, 1], [198, 1]]"
2193,leis,"[[9, 2], [42, 1], [101, 1], [117, 2], [125, 1], [145, 1], [146, 1], [153, 3], [161, 1], [169, 3], [171, 1], [185, 1], [206, 1], [248, 2], [249, 2]]"
2194,letras,"[[9, 1], [13, 1], [96, 1], [184, 1], [193, 2], [214, 2]]"
2195,londres,"[[9, 1], [10, 1], [28, 1], [36, 1], [90, 1], [107, 2], [130, 1], [132, 1], [157, 1], [158, 5], [184, 6], [188, 2], [196, 1]]"
2196,londrino,"[[9, 1], [139, 1], [188, 1]]"
2197,los,"[[9, 1], [10, 2], [16, 3], [26, 1], [29, 1], [31, 1], [46, 1], [69, 5], [82, 1], [84, 1], [91, 1], [92, 1], [94, 1], [112, 1], [114, 1], [117, 1], [125, 1], [133, 1], [143, 1], [160, 1], [164, 2], [166, 1], [180, 1], [187, 1], [189, 2], [191, 1], [192, 1], [193, 1], [195, 1], [202, 1], [218, 1], [239, 1], [241, 1]]"
2198,loucura,"[[9, 2], [89, 1], [107, 1], [160, 1], [244, 1]]"
2199,lynda,"[[9, 1]]"
2200,magoou,"[[9, 2]]"
2201,manicômio,"[[9, 2]]"
2202,manicômios,"[[9, 1]]"
2203,manor,"[[9, 1]]"
2204,matrimonial,"[[9, 1]]"
2205,mentais,"[[9, 1], [182, 1]]"
2206,mental,"[[9, 1], [23, 1], [36, 1], [80, 3], [151, 1], [163, 1], [197, 1], [217, 1], [226, 1], [239, 4]]"
2207,miserável,"[[9, 1]]"
2208,moderna,"[[9, 1], [60, 2], [69, 1], [135, 1], [166, 1], [173, 1], [185, 1]]"
2209,morfina,"[[9, 1]]"
2210,moveram,"[[9, 1], [108, 1], [152, 1]]"
2211,moy,"[[9, 1]]"
2212,muita,"[[9, 2], [29, 1], [36, 1], [41, 1], [45, 1], [46, 1], [55, 3], [63, 6], [76, 1], [83, 1], [84, 1], [89, 1], [110, 1], [114, 2], [122, 1], [138, 1], [140, 1], [161, 1], [180, 3], [183, 1], [184, 1], [186, 1], [198, 2], [199, 1], [202, 1], [211, 1], [216, 1], [217, 2], [237, 1]]"
2213,médico,"[[9, 4], [50, 1], [70, 2], [97, 1], [102, 1], [108, 1], [130, 1], [153, 1], [161, 1], [192, 1], [223, 1], [239, 1], [249, 1]]"
2214,médicos,"[[9, 1], [14, 1], [76, 1], [87, 1], [97, 3], [146, 2], [161, 1], [192, 1], [195, 1], [226, 1]]"
2215,naquela,"[[9, 1], [16, 1], [69, 1], [75, 1], [80, 1], [86, 1], [89, 1], [93, 1], [107, 1], [108, 2], [112, 1], [172, 1], [184, 1], [187, 1], [194, 1], [208, 1], [216, 1], [227, 1], [244, 1], [249, 1]]"
2216,necessidade,"[[9, 1], [18, 1], [23, 1], [37, 1], [63, 1], [70, 1], [81, 1], [95, 1], [102, 1], [107, 1], [108, 1], [114, 1], [115, 1], [119, 1], [130, 2], [135, 1], [137, 1], [148, 1], [152, 1], [166, 1], [172, 1], [173, 3], [182, 3], [214, 1], [239, 1], [242, 1], [248, 1]]"
2217,nefastas,"[[9, 1], [129, 1], [161, 1]]"
2218,parceiras,"[[9, 1]]"
2219,parido,"[[9, 1]]"
2220,perdido,"[[9, 1], [13, 1], [15, 1], [115, 1], [138, 1], [166, 1], [182, 1], [188, 1], [194, 1], [218, 1], [225, 1], [234, 1]]"
2221,philip,"[[9, 1], [189, 1]]"
2222,pianista,"[[9, 1]]"
2223,pirrip,"[[9, 1]]"
2224,plasmou,"[[9, 1]]"
2225,pobre,"[[9, 1], [140, 1], [149, 1], [184, 1], [203, 2], [240, 1], [248, 1]]"
2226,poeta,"[[9, 1], [104, 1], [158, 1], [164, 1], [175, 1]]"
2227,positiva,"[[9, 1], [15, 1], [30, 1], [32, 1], [41, 1], [108, 1], [125, 1], [152, 1], [175, 1], [225, 1], [236, 2], [237, 1], [239, 1]]"
2228,possa,"[[9, 1], [63, 1], [69, 1], [78, 1], [90, 1], [108, 1], [124, 1], [143, 1], [151, 1], [152, 2], [153, 1], [154, 1], [166, 2], [173, 2], [213, 1]]"
2229,pouca,"[[9, 1], [15, 1], [95, 1], [101, 1], [102, 1], [121, 1], [184, 1], [248, 1]]"
2230,preservadas,"[[9, 1]]"
2231,prestava,"[[9, 1]]"
2232,principal,"[[9, 1], [12, 1], [13, 1], [18, 1], [20, 1], [22, 1], [24, 1], [26, 1], [35, 1], [37, 1], [41, 1], [45, 2], [57, 2], [58, 1], [65, 2], [76, 3], [84, 2], [106, 1], [107, 1], [121, 1], [137, 1], [138, 1], [143, 1], [168, 2], [171, 1], [185, 1], [188, 1], [189, 1], [196, 1], [199, 1], [205, 2], [206, 1], [207, 1], [213, 1], [215, 1], [219, 1], [220, 4], [225, 1], [231, 1], [234, 1], [236, 1], [237, 1], [241, 1], [246, 1], [247, 2]]"
2233,prodigalizou,"[[9, 1]]"
2234,projetam,"[[9, 1]]"
2235,propósito,"[[9, 1], [64, 1], [66, 1], [103, 1], [140, 1], [190, 1], [213, 1], [233, 1]]"
2236,proteção,"[[9, 1], [10, 1], [26, 1], [33, 1], [52, 1], [73, 1], [76, 1], [78, 1], [106, 1], [125, 1], [128, 1], [140, 1], [148, 1], [151, 2], [155, 4], [169, 1], [185, 1], [188, 1], [210, 1], [211, 1], [217, 1], [226, 1], [242, 2], [246, 1], [248, 2]]"
2237,prova,"[[9, 1], [16, 1], [41, 1], [47, 1], [110, 2], [129, 1], [130, 1], [166, 2], [172, 1], [178, 1], [211, 1], [243, 1]]"
2238,provar,"[[9, 1], [19, 1], [45, 1], [119, 1], [151, 3], [202, 1], [205, 1]]"
2239,publicitário,"[[9, 1]]"
2240,públicas,"[[9, 1], [23, 1], [29, 1], [32, 3], [37, 3], [50, 1], [66, 1], [88, 1], [98, 1], [110, 1], [123, 1], [138, 2], [144, 1], [148, 2], [167, 1], [169, 1], [173, 1], [202, 2], [208, 1], [210, 1], [211, 1], [215, 1], [221, 1], [239, 2], [242, 1], [248, 1]]"
2241,quase,"[[9, 2], [11, 1], [13, 1], [16, 1], [19, 1], [25, 1], [27, 1], [29, 2], [30, 1], [36, 1], [41, 1], [60, 1], [63, 1], [66, 2], [70, 1], [73, 1], [76, 2], [78, 1], [84, 4], [86, 3], [93, 2], [95, 2], [96, 4], [97, 1], [99, 2], [100, 1], [101, 1], [103, 1], [107, 1], [110, 1], [111, 1], [113, 2], [115, 2], [124, 2], [125, 1], [127, 1], [129, 2], [130, 2], [137, 2], [138, 1], [142, 1], [143, 1], [146, 2], [147, 1], [148, 1], [149, 1], [150, 1], [151, 3], [159, 2], [161, 1], [165, 3], [166, 1], [169, 1], [170, 1], [175, 3], [179, 2], [180, 1], [181, 1], [185, 1], [188, 2], [190, 2], [194, 1], [195, 1], [196, 1], [197, 1], [198, 1], [199, 2], [204, 1], [205, 1], [207, 2], [215, 1], [216, 1], [217, 1], [220, 2], [225, 2], [229, 1], [232, 1], [240, 2], [242, 1], [244, 3], [245, 1], [249, 1]]"
2242,quis,"[[9, 1], [60, 1], [63, 1], [105, 1], [122, 1], [172, 1], [174, 4], [183, 1], [187, 1], [190, 2], [193, 1], [195, 1], [216, 1]]"
2243,refere,"[[9, 1], [18, 1], [30, 1], [63, 1], [120, 1], [144, 1], [152, 1], [166, 1], [181, 1], [249, 1]]"
2244,relato,"[[9, 1], [13, 2], [60, 2], [63, 2], [152, 1], [249, 1]]"
2245,reputação,"[[9, 1], [30, 1], [55, 1], [128, 1], [143, 4], [151, 1], [181, 1], [189, 1]]"
2246,residência,"[[9, 1], [42, 1], [63, 1], [108, 3], [130, 1], [131, 1], [137, 1], [223, 2], [241, 1]]"
2247,rompimento,"[[9, 1], [61, 1], [128, 2], [214, 1]]"
2248,sabemos,"[[9, 1], [34, 2], [157, 1], [161, 1], [184, 2], [195, 1], [242, 1], [249, 1]]"
2249,safar,"[[9, 1]]"
2250,secretário,"[[9, 1], [42, 1], [64, 1], [76, 2], [77, 1], [88, 1], [95, 1], [105, 1], [110, 1], [115, 2], [155, 1], [207, 2], [213, 1], [227, 1], [229, 1], [231, 1], [233, 1], [239, 2]]"
2251,sente,"[[9, 1], [32, 1], [41, 2], [45, 1], [65, 2], [95, 1], [118, 1], [138, 1], [141, 1], [161, 1], [170, 1], [183, 2], [199, 2], [217, 1]]"
2252,sombrio,"[[9, 1], [96, 1], [114, 1], [174, 1], [180, 1], [198, 1]]"
2253,sugere,"[[9, 1], [149, 1], [211, 1]]"
2254,superintendente,"[[9, 1], [155, 1]]"
2255,suposta,"[[9, 1], [17, 1], [40, 1], [66, 1], [82, 1], [84, 1], [103, 1], [181, 3], [182, 1], [198, 1], [204, 1]]"
2256,teatral,"[[9, 1], [182, 1], [199, 1]]"
2257,tentado,"[[9, 1], [164, 1], [218, 1]]"
2258,ternan,"[[9, 1]]"
2259,terras,"[[9, 1], [16, 1], [26, 1], [111, 1], [151, 1], [157, 1], [249, 3]]"
2260,terríveis,"[[9, 1], [16, 1], [244, 1]]"
2261,tesouro,"[[9, 1], [13, 1], [64, 5], [188, 1]]"
2262,thomas,"[[9, 2], [74, 1], [76, 1], [103, 2], [110, 2], [158, 1], [184, 4]]"
2263,tornar,"[[9, 1], [14, 1], [16, 1], [43, 1], [76, 1], [84, 1], [88, 1], [99, 1], [107, 1], [109, 1], [111, 1], [112, 1], [136, 1], [151, 2], [154, 1], [166, 4], [197, 1], [204, 1], [208, 1], [211, 3], [219, 1]]"
2264,transmitir,"[[9, 1], [197, 1], [199, 1]]"
2265,travou,"[[9, 1]]"
2266,tuke,"[[9, 1]]"
2267,turvo,"[[9, 1]]"
2268,unidos,"[[9, 2], [20, 1], [28, 3], [34, 4], [40, 1], [42, 1], [56, 1], [63, 1], [64, 2], [65, 1], [66, 4], [69, 4], [77, 1], [86, 1], [88, 2], [97, 1], [99, 1], [105, 1], [107, 1], [110, 1], [127, 1], [130, 1], [132, 1], [134, 1], [143, 2], [144, 1], [152, 1], [157, 2], [160, 1], [166, 2], [173, 3], [180, 1], [189, 1], [192, 1], [204, 1], [224, 2], [243, 2], [246, 1], [247, 1]]"
2269,universais,"[[9, 1], [199, 1]]"
2270,vazou,"[[9, 1], [19, 1]]"
2271,velha,"[[9, 1], [57, 1], [69, 1], [105, 1], [114, 1], [121, 1], [158, 1], [176, 1], [191, 1], [204, 2], [205, 1], [207, 1], [225, 1], [235, 3], [236, 1]]"
2272,violada,"[[9, 1]]"
2273,vitoriana,"[[9, 1]]"
2274,viveu,"[[9, 1], [73, 2], [76, 1], [84, 1], [89, 1], [107, 1], [172, 1], [175, 1], [193, 1], [208, 1], [212, 1], [216, 1], [217, 1], [218, 1], [238, 2], [249, 2]]"
2275,vizinho,"[[9, 1], [138, 1], [166, 1], [190, 1], [217, 1]]"
2276,william,"[[9, 1], [26, 1], [66, 2], [88, 2], [110, 1]]"
2277,york,"[[9, 1], [11, 3], [60, 2], [66, 1], [69, 2], [110, 3], [134, 1], [135, 5], [195, 3], [243, 1]]"
2278,zeloso,"[[9, 1]]"
2279,àquela,"[[9, 1], [191, 1]]"
2280,âmbito,"[[9, 1], [20, 1], [29, 1], [65, 1], [83, 2], [88, 1], [89, 1], [115, 1], [125, 2], [131, 1], [138, 1], [156, 1], [195, 1], [224, 2], [233, 1], [248, 1]]"
2281,órgão,"[[9, 1], [32, 1], [70, 2], [88, 1], [102, 1], [106, 1], [115, 1], [117, 1], [171, 1], [177, 1], [196, 1], [206, 1], [217, 3], [219, 1], [220, 1]]"
2282,últimas,"[[9, 1], [19, 1], [23, 1], [50, 1], [57, 1], [60, 1], [82, 2], [86, 2], [90, 1], [94, 1], [107, 2], [114, 1], [126, 1], [152, 2], [193, 1], [196, 2], [198, 1], [205, 2], [213, 1], [217, 1], [221, 1], [234, 1]]"
2283,acaba,"[[10, 1], [17, 1], [29, 1], [63, 1], [86, 2], [89, 1], [124, 1], [130, 1], [137, 1], [154, 1], [156, 1], [163, 1], [170, 2], [177, 1], [188, 1], [191, 1], [196, 1], [217, 3]]"
2284,agosto,"[[10, 1], [13, 1], [22, 1], [57, 1], [84, 1], [108, 1], [139, 1], [146, 1], [157, 1], [166, 1], [195, 1], [207, 2]]"
2285,agressivas,"[[10, 1], [77, 1], [249, 1]]"
2286,ajudas,"[[10, 2], [36, 4], [97, 1], [163, 2]]"
2287,alta,"[[10, 2], [12, 1], [14, 2], [19, 1], [22, 2], [25, 1], [28, 1], [30, 1], [41, 2], [45, 1], [57, 1], [63, 1], [70, 1], [96, 1], [108, 2], [109, 2], [110, 2], [112, 1], [117, 1], [123, 4], [125, 1], [126, 1], [127, 1], [130, 1], [132, 1], [142, 3], [148, 1], [151, 2], [158, 1], [166, 1], [203, 1], [204, 1], [205, 1], [215, 1], [217, 1], [222, 1], [236, 1], [240, 1], [244, 1]]"
2288,ana,"[[10, 4], [114, 1], [194, 1]]"
2289,andar,"[[10, 1], [108, 1], [138, 1], [195, 1], [196, 1], [205, 1], [239, 1]]"
2290,apoia,"[[10, 1], [89, 1], [93, 1], [138, 1], [197, 1], [230, 1]]"
2291,aprende,"[[10, 1], [130, 1], [216, 1]]"
2292,arriscado,"[[10, 1]]"
2293,assentos,"[[10, 1], [168, 1]]"
2294,assunção,"[[10, 1], [93, 7]]"
2295,atrizes,"[[10, 2], [190, 1]]"
2296,autodefine,"[[10, 1]]"
2297,bom,"[[10, 1], [13, 1], [22, 1], [25, 1], [28, 1], [32, 2], [36, 1], [45, 1], [46, 1], [55, 1], [56, 1], [57, 1], [58, 1], [99, 1], [103, 1], [107, 1], [108, 1], [111, 1], [115, 2], [130, 1], [133, 1], [135, 1], [138, 2], [148, 1], [151, 1], [155, 1], [158, 1], [166, 1], [182, 1], [186, 1], [189, 1], [195, 1], [198, 1], [203, 1], [208, 1], [222, 1], [232, 1], [248, 1], [249, 1]]"
2298,brun,"[[10, 4]]"
2299,burguesa,"[[10, 1], [16, 1], [41, 2], [158, 1]]"
2300,caminho,"[[10, 1], [15, 1], [19, 1], [20, 2], [29, 1], [32, 1], [41, 1], [55, 1], [57, 1], [60, 2], [63, 1], [65, 1], [66, 1], [69, 1], [76, 1], [82, 3], [94, 1], [96, 1], [107, 1], [108, 3], [111, 1], [129, 2], [130, 2], [135, 1], [138, 2], [143, 1], [150, 1], [152, 1], [165, 1], [167, 1], [169, 1], [184, 1], [198, 1], [210, 1], [214, 1], [221, 2], [244, 1], [245, 1], [248, 4], [249, 3]]"
2301,carinhosa,"[[10, 1], [145, 1]]"
2302,casavettes,"[[10, 1]]"
2303,católico,"[[10, 1], [101, 1], [103, 1], [107, 1], [164, 1]]"
2304,celebrava,"[[10, 1]]"
2305,chamamos,"[[10, 1], [151, 1]]"
2306,chega,"[[10, 1], [12, 1], [14, 1], [51, 1], [55, 1], [58, 2], [60, 1], [65, 1], [69, 1], [75, 1], [77, 1], [93, 1], [99, 1], [102, 1], [108, 1], [127, 1], [156, 1], [198, 1], [217, 1], [248, 1], [249, 1]]"
2307,chegar,"[[10, 1], [15, 1], [19, 1], [25, 1], [32, 1], [34, 1], [40, 1], [41, 1], [45, 2], [46, 1], [47, 1], [58, 1], [69, 1], [70, 2], [99, 1], [101, 1], [107, 1], [109, 5], [111, 1], [125, 1], [129, 1], [137, 1], [151, 2], [154, 1], [158, 3], [173, 1], [177, 1], [184, 1], [216, 1], [217, 1], [222, 1], [230, 1], [235, 1], [237, 1], [245, 1], [246, 1], [248, 1], [249, 2]]"
2308,chela,"[[10, 2]]"
2309,chiquita,"[[10, 1]]"
2310,cineasta,"[[10, 2], [11, 1], [12, 2], [187, 5], [199, 1]]"
2311,cogitar,"[[10, 1]]"
2312,colado,"[[10, 1]]"
2313,complexa,"[[10, 1], [104, 1], [107, 1], [165, 1], [175, 1], [181, 1]]"
2314,complicada,"[[10, 1], [11, 1], [60, 1], [186, 1]]"
2315,conectasse,"[[10, 1]]"
2316,conto,"[[10, 1], [14, 1], [63, 1], [184, 2], [198, 4]]"
2317,contratada,"[[10, 1]]"
2318,coprodução,"[[10, 1]]"
2319,craig,"[[10, 1], [143, 1]]"
2320,crivo,"[[10, 1]]"
2321,cruzaram,"[[10, 1], [65, 2], [249, 1]]"
2322,curto,"[[10, 1], [34, 1], [37, 2], [88, 1], [129, 1], [138, 3], [143, 1], [144, 1], [153, 1], [173, 1], [225, 1]]"
2323,daniel,"[[10, 1], [173, 1], [230, 1], [239, 1]]"
2324,daquela,"[[10, 1], [11, 1], [13, 1], [17, 1], [86, 1], [103, 1], [107, 1], [124, 1], [164, 2], [197, 3], [224, 1]]"
2325,daí,"[[10, 1], [13, 1], [19, 1], [25, 1], [29, 1], [45, 1], [63, 1], [65, 1], [109, 1], [158, 1], [165, 1], [166, 2], [193, 1], [210, 1]]"
2326,decaídas,"[[10, 1]]"
2327,declínio,"[[10, 1], [108, 3]]"
2328,depararam,"[[10, 1], [66, 1], [102, 2]]"
2329,deprimida,"[[10, 1], [41, 1], [124, 1]]"
2330,desafios,"[[10, 1], [23, 2], [29, 1], [75, 1], [108, 1], [109, 1], [130, 1], [152, 3], [173, 1]]"
2331,diretor,"[[10, 3], [27, 2], [32, 1], [50, 2], [55, 1], [60, 1], [66, 1], [70, 1], [79, 3], [80, 1], [88, 1], [108, 1], [110, 2], [115, 1], [117, 1], [125, 1], [130, 1], [138, 1], [151, 1], [178, 1], [182, 1], [183, 1], [184, 4], [187, 1], [189, 1], [198, 8], [221, 1], [224, 1], [234, 1], [236, 2]]"
2332,ditadores,"[[10, 1], [165, 2], [166, 1]]"
2333,drama,"[[10, 2], [45, 1], [103, 1], [146, 1], [182, 1], [190, 1], [195, 1]]"
2334,dívidas,"[[10, 1], [47, 6], [191, 2], [197, 1]]"
2335,economicamente,"[[10, 1], [64, 1], [130, 1], [140, 1]]"
2336,elenco,"[[10, 1], [47, 1], [55, 2], [56, 1], [57, 1], [184, 1], [190, 1], [198, 1], [200, 2], [204, 1]]"
2337,encarnada,"[[10, 1]]"
2338,encerrado,"[[10, 1], [28, 1], [36, 1], [39, 2], [119, 1]]"
2339,enfrentamentos,"[[10, 1]]"
2340,ensaiar,"[[10, 1]]"
2341,entrava,"[[10, 1], [107, 1], [112, 1], [216, 1]]"
2342,entraves,"[[10, 1]]"
2343,entusiasmo,"[[10, 1], [18, 1], [34, 1], [56, 1], [69, 2], [107, 1], [158, 1], [249, 1]]"
2344,equipe,"[[10, 1], [13, 1], [21, 1], [29, 1], [37, 4], [41, 1], [42, 2], [43, 1], [45, 7], [46, 1], [47, 2], [49, 5], [52, 1], [54, 1], [55, 3], [56, 2], [57, 1], [58, 3], [67, 1], [69, 1], [71, 2], [74, 1], [79, 5], [86, 1], [91, 1], [97, 1], [101, 1], [109, 1], [111, 1], [115, 1], [119, 1], [121, 2], [127, 1], [130, 1], [141, 1], [161, 1], [175, 1], [180, 1], [189, 1], [194, 2], [196, 1], [197, 1], [207, 1], [209, 1], [211, 1], [213, 1], [217, 1], [218, 1], [221, 1], [229, 1], [236, 1], [242, 1], [243, 1], [244, 2]]"
2345,esforços,"[[10, 1], [16, 1], [33, 1], [65, 1], [66, 1], [70, 1], [82, 1], [110, 1], [136, 1], [147, 1], [154, 1], [185, 1]]"
2346,espanha,"[[10, 1], [20, 1], [28, 2], [29, 4], [34, 1], [36, 1], [48, 1], [56, 2], [58, 1], [59, 1], [60, 1], [69, 8], [70, 1], [75, 5], [90, 1], [93, 1], [108, 1], [112, 1], [118, 1], [123, 7], [124, 1], [129, 5], [133, 1], [137, 3], [139, 1], [158, 1], [163, 1], [167, 1], [172, 1], [175, 1], [182, 1], [185, 1], [188, 1], [197, 1], [199, 1], [243, 2], [245, 1], [248, 1], [249, 12]]"
2347,esplendor,"[[10, 1], [182, 1]]"
2348,esquecido,"[[10, 1], [76, 1], [189, 1]]"
2349,essências,"[[10, 1], [20, 1], [190, 1]]"
2350,estreado,"[[10, 1]]"
2351,estreante,"[[10, 1]]"
2352,estreia,"[[10, 1], [23, 1], [26, 1], [30, 1], [57, 2], [60, 1], [76, 1], [121, 1], [143, 1], [176, 1], [184, 2], [189, 1], [198, 2], [199, 1], [200, 1], [213, 1]]"
2353,estreou,"[[10, 2], [47, 1], [55, 2], [180, 1], [190, 1], [191, 1], [199, 1]]"
2354,estruturas,"[[10, 1], [20, 1], [32, 1], [40, 2], [121, 1], [168, 1], [194, 1], [217, 2]]"
2355,europa,"[[10, 1], [25, 2], [28, 1], [29, 5], [32, 2], [34, 5], [36, 1], [55, 1], [58, 1], [69, 8], [89, 1], [107, 1], [118, 1], [121, 1], [123, 1], [129, 3], [132, 4], [137, 1], [139, 1], [140, 1], [163, 1], [164, 2], [167, 3], [175, 1], [188, 1], [194, 1], [199, 1]]"
2356,exploração,"[[10, 1], [111, 1], [198, 1], [242, 3]]"
2357,extra,"[[10, 1], [237, 1]]"
2358,fassbinder,"[[10, 1]]"
2359,faz,"[[10, 2], [14, 1], [18, 1], [19, 5], [25, 1], [26, 1], [31, 2], [34, 1], [37, 3], [39, 1], [43, 1], [60, 3], [63, 1], [65, 2], [69, 1], [75, 1], [80, 1], [84, 1], [87, 1], [89, 1], [92, 1], [107, 1], [110, 1], [113, 1], [124, 2], [125, 1], [130, 1], [135, 1], [141, 1], [146, 1], [151, 1], [155, 1], [156, 1], [166, 6], [169, 1], [178, 1], [182, 1], [183, 1], [186, 3], [189, 1], [190, 1], [191, 1], [193, 1], [196, 1], [197, 2], [198, 2], [199, 1], [205, 1], [206, 2], [208, 3], [211, 2], [221, 1], [222, 1], [223, 2], [225, 1], [232, 1], [235, 1], [238, 1], [239, 1], [241, 1], [242, 1], [248, 1], [249, 1]]"
2360,feminina,"[[10, 1], [14, 2], [19, 1], [20, 1], [23, 1], [25, 1], [59, 2], [115, 1], [121, 2], [147, 1], [148, 1], [249, 1]]"
2361,femininos,"[[10, 3], [156, 1], [161, 1], [164, 1], [170, 1], [190, 1]]"
2362,festivais,"[[10, 2], [47, 1], [190, 1]]"
2363,filmar,"[[10, 1], [186, 1], [187, 4], [198, 1]]"
2364,filmes,"[[10, 1], [12, 6], [66, 1], [94, 1], [112, 1], [149, 1], [165, 1], [178, 1], [184, 1], [186, 2], [187, 4], [189, 3], [190, 1], [198, 4]]"
2365,forma,"[[10, 1], [11, 2], [13, 1], [23, 1], [24, 1], [25, 3], [26, 1], [29, 5], [31, 1], [36, 3], [37, 2], [38, 1], [39, 1], [45, 1], [47, 1], [56, 1], [60, 2], [63, 8], [65, 1], [69, 1], [70, 1], [71, 1], [75, 1], [76, 1], [78, 1], [79, 1], [83, 1], [84, 3], [89, 2], [99, 2], [103, 1], [106, 1], [108, 2], [114, 2], [118, 2], [121, 1], [122, 1], [124, 1], [125, 2], [127, 1], [129, 2], [130, 4], [131, 1], [133, 1], [134, 1], [141, 1], [147, 2], [151, 2], [152, 1], [153, 1], [155, 2], [156, 1], [160, 1], [161, 2], [164, 1], [165, 1], [166, 2], [167, 1], [171, 2], [173, 1], [177, 1], [178, 1], [179, 3], [180, 2], [182, 1], [184, 2], [186, 1], [190, 1], [193, 1], [195, 1], [196, 1], [197, 1], [203, 2], [206, 1], [208, 2], [210, 1], [211, 1], [212, 1], [217, 2], [218, 1], [223, 1], [225, 1], [228, 1], [230, 1], [233, 1], [238, 1], [239, 1], [241, 1], [248, 2]]"
2366,frases,"[[10, 1], [13, 1], [43, 1], [93, 1], [95, 2], [102, 1], [147, 1], [166, 1], [208, 2], [211, 1], [244, 1]]"
2367,gostava,"[[10, 1], [13, 1], [158, 2], [187, 1]]"
